2310 22744
1200 161 46
1807 1177 81
2071 55 80
328 2219 48
1561 2121 26
1157 2287 55
1651 1351 81
1676 1666 43
1186 1448 53
980 1617 48
1996 1240 37
1775 1721 27
325 1031 24
1843 808 54
1679 2043 43
2052 1495 71
1655 1070 70
692 1376 73
203 562 41
1469 948 64
1628 213 25
1515 464 42
224 961 9
895 1487 51
1940 23 2
1297 828 34
2070 254 62
2252 1098 22
376 51 76
419 1923 18
1805 1080 78
770 1788 33
68 1179 68
242 1384 33
2195 1754 27
1667 1641 1
1540 856 34
1418 1323 80
2165 1030 78
1202 1910 18
1188 167 56
1989 2164 23
2296 1048 14
1684 820 18
1057 2108 25
1089 439 38
1004 1031 75
1140 847 22
1195 222 42
1055 1657 11
1999 678 80
751 920 68
872 71 8
242 190 18
1092 1119 13
724 620 19
1988 1581 71
938 1305 17
50 2235 20
1192 447 20
351 424 64
2119 1411 80
1168 518 42
980 38 51
295 925 61
843 194 26
529 1034 76
109 93 36
723 969 14
205 898 41
577 1624 63
1930 2267 54
1303 480 9
597 1734 36
264 1122 47
2293 1194 48
1273 602 79
322 1698 1
339 2268 35
1526 2276 25
331 1119 50
198 1480 3
2062 52 38
1897 1273 61
170 1397 9
2064 1930 3
1409 11 4
1606 316 75
2048 1835 81
1313 1745 10
1404 1888 77
1455 589 14
2039 2130 37
1466 1068 74
395 526 34
2114 1828 13
1124 894 57
828 206 1
381 1673 44
731 2129 52
1935 1961 21
308 1841 80
923 899 67
1997 1571 61
1554 526 30
1843 1289 69
68 2014 28
1520 1323 71
1388 411 70
2105 1512 63
763 2116 5
1658 2019 51
356 972 2
2142 2229 74
629 960 9
1665 2310 77
525 313 25
1859 1829 51
340 2164 67
2057 1957 52
476 1131 78
236 947 66
1892 132 54
739 569 66
1560 1874 33
1178 534 15
1764 258 53
1833 1859 18
1589 1619 57
1798 624 20
925 189 3
286 2030 24
1754 620 54
1199 1296 5
1094 2171 31
298 842 67
1526 950 64
624 434 19
865 388 61
1810 1298 53
2126 1256 61
1709 1598 2
2061 1175 20
1024 348 82
74 2020 52
1802 714 6
2170 1694 39
44 14 23
991 1476 62
702 2286 54
1026 1323 82
294 1601 9
2299 317 74
918 2154 57
1088 258 31
2252 2293 27
2276 910 27
1617 1850 37
1961 1009 43
134 1566 18
275 2116 61
211 297 38
1637 2002 7
2281 772 24
371 1267 76
610 1330 41
1618 899 2
1661 1903 3
2215 2130 10
2223 1676 35
1381 113 73
1163 1068 68
1247 1609 2
1962 2162 61
1480 433 47
486 2209 36
747 670 12
1153 1598 18
131 607 25
2114 990 36
1265 936 65
595 414 30
1111 1712 31
1848 402 82
1231 1978 55
1114 1783 49
1492 512 45
1107 980 17
1291 1399 76
1447 1886 8
1063 1593 44
1369 1009 72
1790 746 27
1206 1283 22
2178 1652 13
1208 2040 43
2270 888 28
2199 1634 56
2148 2041 6
712 1312 29
1199 1230 62
777 966 57
2222 497 30
2053 1191 77
1452 694 57
10 265 42
1279 187 45
1569 99 80
835 668 74
1878 1350 67
2083 1349 81
333 2054 71
1677 2276 57
222 2198 39
929 1395 32
19 1685 20
1641 1170 21
640 1309 2
2161 1571 63
1880 5 77
1936 419 66
1922 549 80
1890 2307 9
1266 356 10
77 1075 48
805 86 10
2187 673 14
300 344 55
1337 1998 10
1307 928 38
1420 1178 24
1357 1359 18
782 1137 22
485 411 77
1294 1216 42
575 1351 2
1453 128 39
211 605 60
1503 1758 69
218 1646 22
586 235 77
926 1497 4
1300 602 21
2142 2247 62
241 646 68
1473 2003 58
901 1982 46
2051 1813 36
1154 983 46
2064 1737 82
1439 1378 78
90 560 54
2267 59 28
1908 1726 57
1994 390 45
1592 134 37
1721 660 40
417 1370 17
2115 1544 54
60 1049 29
1701 779 1
1783 873 76
860 1268 32
1619 1591 38
142 522 15
318 1552 29
641 214 69
268 1841 66
2268 1740 11
1910 1884 7
579 1923 56
351 1123 34
1096 331 18
1531 478 17
549 1713 35
1064 1163 77
247 2138 4
2272 1158 22
1827 539 25
1347 2208 71
2164 1293 42
824 1890 28
1505 248 65
363 826 35
670 1910 49
937 302 38
395 787 65
1828 1980 50
289 1531 41
229 603 55
728 1451 8
1816 441 68
511 887 59
1847 1427 21
1019 1113 32
1156 1511 59
1908 1775 36
1728 801 33
622 1486 3
2223 1503 44
1303 930 12
486 1430 64
1977 1911 42
2261 328 81
930 414 6
530 1790 33
2155 2063 25
324 1623 30
2021 2196 59
1438 927 57
2304 1686 8
2189 1338 32
1261 1073 4
1363 332 32
1190 2177 61
2242 151 76
796 2210 72
74 707 38
1385 741 18
779 166 47
1384 441 66
1570 374 44
983 2263 63
1154 732 16
1573 2052 9
2277 1481 28
2126 846 17
1994 1037 73
637 452 2
971 242 7
150 1364 3
2124 731 75
528 2036 55
1760 1224 32
669 507 75
24 1936 67
2136 581 81
1077 429 24
755 381 22
731 1588 50
1241 2004 73
1729 1507 26
325 1820 19
49 1151 39
1812 397 36
346 474 25
828 1553 4
187 1805 48
1659 1746 70
57 373 30
2107 1581 55
643 109 33
1836 1659 80
2204 2011 32
773 1902 32
2119 890 76
1378 2197 59
533 1595 69
576 1218 37
1562 446 75
1573 143 50
14 1877 82
374 1536 26
140 779 28
612 1388 66
330 1178 2
591 1680 26
2255 2163 17
1973 181 32
1831 2169 40
1148 1987 7
646 726 68
2123 517 60
1236 1510 26
2189 366 33
922 1370 34
408 688 20
2104 846 24
2027 1644 34
76 1887 72
281 1306 30
208 1078 15
136 2192 47
2262 1806 63
295 768 5
1037 134 67
1858 873 34
23 647 13
1672 459 81
1579 1051 5
2063 384 16
2292 2127 63
1197 1165 31
1966 1152 52
997 342 15
925 1872 37
1539 1152 60
295 1834 29
1144 1542 19
769 1803 50
1130 123 67
941 1972 29
121 319 74
604 2087 19
1350 2160 7
597 2101 75
1733 1660 46
6 1463 4
1044 1948 35
555 473 58
3 2159 75
393 2130 76
288 507 41
1477 220 29
338 17 18
1966 2204 77
514 231 70
1358 352 47
663 2112 12
300 1653 44
275 2295 58
128 1588 36
122 197 9
1642 102 17
1136 1412 73
1425 1651 67
2024 1478 63
1739 281 44
1992 474 73
2070 452 58
2108 2084 15
948 2161 39
2116 2265 50
928 2228 5
1276 1126 73
355 1088 26
1476 1712 58
1430 124 41
159 413 68
1391 1949 45
615 1176 50
2261 1434 67
1776 2173 16
813 409 5
1317 1644 53
1778 2124 1
2029 1207 62
1003 1730 74
2095 1453 48
1313 2084 12
1725 1199 32
2286 794 65
586 1745 67
60 1415 79
265 2033 65
1770 540 23
162 1399 47
1064 58 29
1637 977 24
385 1013 19
272 409 28
2093 1160 46
1060 1522 14
618 819 53
340 781 23
132 446 18
527 797 61
484 244 57
2123 812 74
330 293 16
10 447 62
2291 393 67
1119 92 54
1331 1718 70
717 31 66
1512 1834 19
365 217 37
1301 1111 48
1674 591 10
1002 1995 45
1514 1412 52
785 352 37
596 1015 79
1897 2191 45
28 1092 28
922 1235 51
1460 1818 71
572 1243 46
2182 738 30
1330 829 63
1279 1866 40
1409 843 37
1640 1917 64
1294 1088 64
254 1755 12
1593 551 40
1250 2290 25
994 291 43
1995 463 42
143 1063 36
1851 1407 47
790 420 67
1647 733 41
1576 2096 80
1742 611 74
2260 386 28
715 765 79
1567 432 78
1033 1666 64
159 2108 34
1387 1011 71
334 1582 16
350 132 54
98 1167 55
669 2191 9
2169 1097 69
1666 294 46
1892 1534 6
1790 1357 17
580 1489 35
2298 2242 59
486 710 32
1962 607 71
709 1529 66
727 1263 82
297 1076 35
1016 696 55
1080 985 29
559 1896 7
1742 876 70
397 525 26
658 807 60
931 2021 44
1928 197 16
2150 804 10
2168 1045 8
164 2281 74
708 1960 7
229 202 12
1905 778 45
1594 417 26
741 1136 37
1382 1308 80
354 587 46
653 2029 42
38 1732 33
273 65 44
1055 2100 26
1617 2043 62
2060 1269 61
1651 529 82
1382 453 43
444 38 45
1534 407 40
617 867 15
1585 583 39
484 337 24
2284 1744 53
137 980 14
975 8 26
1070 1099 66
1746 1846 62
320 2118 28
248 2124 50
1239 447 73
1531 349 18
1990 367 8
352 2276 70
2170 918 56
734 845 26
2275 1278 65
2291 1585 56
1331 1413 55
769 1990 81
956 2017 32
1470 1987 19
1995 969 80
514 89 78
1604 1473 82
10 1922 28
562 1178 8
1496 1199 36
941 141 28
970 1289 48
643 391 28
1632 522 19
2058 1116 5
1972 903 25
1169 838 80
489 1280 53
1396 853 43
1170 1028 82
431 400 35
1789 2280 29
283 718 49
2255 1031 78
1634 643 16
268 534 79
2070 2272 30
1390 1245 59
1770 986 52
197 490 19
1857 1521 10
1099 1635 34
829 1859 36
1851 1929 11
1458 674 21
1804 318 13
142 1566 9
1552 1342 30
519 448 17
666 2209 74
893 12 10
841 247 79
2195 1773 58
1293 1539 60
1146 1035 18
376 418 44
1047 1405 60
2261 372 45
1027 1445 70
2259 1272 73
408 2011 23
4 1031 21
787 188 9
1108 1057 51
1689 1720 38
1341 1952 74
51 23 8
436 1713 45
12 1571 42
18 1144 35
755 326 5
2072 158 79
1453 1985 23
1459 12 6
668 2274 45
1597 1401 13
1365 824 61
1490 333 52
2248 2236 10
1621 2094 52
673 942 43
1245 150 38
1629 456 63
1716 1046 49
130 305 60
1408 106 13
1647 709 36
1421 1299 72
1849 1210 30
113 2048 1
1300 1533 75
1417 1394 60
1115 1299 42
1393 1581 74
90 2201 66
50 2114 38
564 2031 51
1599 1678 12
1300 373 39
313 160 50
176 2120 29
1527 1420 31
1073 2291 79
823 953 32
2180 1145 59
2098 1589 65
2061 1407 63
2204 1946 22
484 1952 63
2026 348 64
85 799 46
614 1791 50
52 1943 16
156 1478 13
844 1708 48
2015 540 20
435 1943 6
20 719 57
701 965 30
644 1492 3
69 1588 34
947 2277 82
558 1229 71
1915 1950 1
1909 1149 50
767 1037 65
1113 1979 77
428 369 27
1109 2121 26
1014 1384 49
1580 1923 11
2063 1731 7
2302 709 19
703 1110 68
1169 1030 45
1948 1102 70
373 2063 38
1941 1602 66
1626 611 25
501 935 63
393 2101 59
1285 1231 59
2115 432 74
1239 315 49
1794 1110 50
1611 1501 42
496 1255 26
936 230 67
1597 1900 41
2176 1650 79
1318 470 18
1912 1764 78
1745 37 50
1481 1175 8
12 106 47
78 1482 30
1917 1146 19
461 1737 41
1150 2190 37
804 32 6
1165 1789 4
1450 1005 9
97 726 66
234 48 8
309 1834 14
1288 764 75
660 1344 43
479 1272 5
250 1602 23
1773 1675 53
869 2087 50
539 2089 63
2087 394 56
1495 338 63
1062 1889 81
966 1663 59
1025 478 3
765 1372 70
960 2113 2
591 339 22
203 2189 62
1037 432 22
1018 608 21
666 2083 42
1986 354 3
1579 872 38
544 1107 3
750 1262 9
2308 1012 40
232 2200 77
611 2192 18
1248 1822 61
1404 2204 58
1298 2087 42
988 464 9
528 1839 75
1033 307 17
1444 1195 8
1275 1200 2
1133 1967 12
1624 517 15
245 2133 63
1982 490 43
60 223 71
321 502 33
1573 701 51
108 2226 51
1042 636 47
754 1718 22
594 486 71
1863 2215 48
369 1025 39
1156 1647 9
1397 426 47
1452 551 60
1352 775 78
687 984 46
1335 890 16
375 1633 7
2142 434 6
1389 336 16
186 1822 7
430 806 19
2197 57 43
457 281 6
1447 1719 20
1399 1104 36
1679 692 26
1191 1726 67
1292 377 58
969 975 51
1821 1509 30
583 1299 31
1821 1754 43
1850 530 58
703 1546 73
1858 938 65
1486 1452 25
1849 661 74
2193 1197 60
2167 513 44
601 1794 66
2221 1887 75
1622 1379 34
2157 886 2
117 1577 8
141 879 79
1934 2089 4
356 799 72
15 1208 20
1318 1937 77
119 543 36
1443 578 18
2117 1264 20
1321 1515 52
974 1353 46
1847 2144 24
391 1914 47
187 1113 10
1696 990 45
828 1813 78
1711 862 12
1451 143 64
2202 2276 66
2028 780 69
1584 291 66
1003 1952 31
1761 436 54
936 2064 44
254 1679 37
851 1074 1
555 1755 13
467 542 25
1491 477 12
355 262 57
689 216 26
1015 540 47
33 780 15
1048 1269 25
817 1004 9
68 1254 79
74 81 66
1584 927 22
1647 1664 38
1243 1024 63
911 659 54
1196 450 39
571 205 67
1680 2035 58
408 132 9
1756 1965 77
1512 177 16
410 1241 6
1252 89 30
645 1897 37
1414 552 38
1227 782 40
765 2188 7
928 1034 56
1791 1855 58
810 2090 52
843 1983 38
1363 607 65
68 615 38
1981 1230 18
559 1628 64
175 1000 13
797 2217 72
864 859 82
75 1335 25
983 824 76
2117 1639 19
1134 1225 14
1843 536 55
352 2249 24
524 1899 69
2252 731 37
75 37 58
1126 2235 69
1472 1579 49
295 2192 47
21 162 59
969 1748 20
1691 1563 19
1473 1090 68
520 711 72
888 1287 19
1639 992 70
1884 182 74
1786 732 21
1444 762 9
1292 358 80
179 709 58
1016 1553 78
1873 2277 25
1755 42 34
1374 1272 14
871 1069 65
1331 910 26
819 1811 18
303 499 36
850 1876 76
1902 458 60
1848 1309 58
460 1864 67
570 2297 29
1083 387 58
1325 76 22
70 2091 38
830 1732 2
299 1195 39
325 938 46
1898 869 52
2238 1569 43
1551 2075 12
398 2192 9
1990 55 39
427 1636 70
753 643 22
931 445 58
1720 1135 16
1285 468 13
1069 866 71
1376 470 16
798 180 40
1510 1457 25
1026 2115 3
179 522 24
503 1099 6
1738 104 48
1104 171 48
1862 602 79
1625 1814 45
1965 239 20
1944 1088 52
1703 1999 5
1172 742 15
286 864 52
938 2228 47
1657 1100 82
286 1181 45
1139 617 77
738 2152 50
1152 1480 24
37 578 23
2025 1676 24
1628 230 31
752 1143 14
1641 1531 20
332 630 65
1271 1569 30
1716 1587 54
304 1213 28
1086 1410 35
1589 1217 8
767 1430 31
169 2204 70
2104 1621 73
1221 2027 12
1532 89 38
1108 105 19
1686 1589 74
744 1721 74
429 920 52
1908 1364 5
1118 1397 34
1706 110 22
2206 1992 40
642 1019 56
1915 436 70
723 1027 66
1090 722 18
2249 1033 28
642 2285 82
325 1245 33
792 213 58
1036 1888 13
2116 90 30
628 642 3
806 259 15
1176 1599 23
1553 958 15
1266 603 9
2239 1444 11
790 1266 59
1904 1637 42
811 741 54
1156 1702 11
2176 1013 9
626 537 67
1407 2110 53
589 138 53
1214 2038 2
756 1305 6
848 1622 66
2137 1658 39
2301 893 68
989 1035 28
2266 44 55
1655 621 7
475 1908 79
1936 1813 72
559 2290 54
1741 193 39
2122 2139 54
2277 2076 68
48 1183 36
876 996 42
1868 807 31
1501 495 21
1624 1100 52
932 2168 12
114 1040 19
1815 1160 19
1111 161 15
224 347 18
902 874 26
290 203 76
1850 450 9
1155 2070 34
1838 105 16
252 909 76
1997 578 66
1507 1250 80
1741 1674 54
1477 2268 49
335 1642 13
1380 1126 63
1320 2012 1
665 877 2
1252 736 73
2125 968 36
1845 372 35
1679 1726 70
238 779 75
1060 488 69
745 1508 19
1803 1853 46
80 248 10
118 1439 13
2087 548 12
685 1656 47
374 1938 51
86 2112 16
340 1563 4
1870 1677 63
311 1294 46
1061 605 73
2273 584 37
983 239 63
182 1509 68
2019 964 61
1194 1285 76
847 1330 27
1941 37 53
1260 800 11
176 783 71
981 2305 76
1402 141 34
422 187 56
580 479 36
1516 1002 39
46 282 36
171 2025 48
1521 1888 41
1647 133 48
2172 464 60
112 1515 68
1324 1947 72
2261 947 73
751 1384 57
37 686 48
1140 1745 16
1646 1098 41
1907 178 62
839 1587 28
2163 1335 37
832 148 76
2125 992 74
1390 108 67
1807 616 9
313 1266 35
522 2122 33
2280 1774 72
675 449 38
1318 1658 24
617 1787 52
1885 1916 10
1565 1810 44
1868 854 50
1306 1914 7
101 1007 2
2075 915 34
76 2292 25
1850 1344 81
46 2218 11
181 805 47
261 433 63
2159 1234 76
1505 1172 69
1568 894 25
1070 2265 44
1199 1396 60
1578 1937 50
1682 1684 34
1332 1577 9
1961 1281 74
1711 1118 55
1357 1703 59
151 1101 80
778 2120 5
1219 495 11
1603 2253 72
1061 892 80
982 302 62
1073 892 47
1500 504 29
1288 1859 81
1566 2006 61
2263 264 44
1550 2236 66
1687 831 15
1921 2206 23
1597 370 30
2260 1086 55
1415 1943 55
131 848 21
180 1718 74
1669 1295 27
61 1010 25
1953 54 42
1246 605 11
527 180 41
1677 1349 22
2058 1422 71
1829 1954 61
332 330 48
1824 1780 46
1592 60 21
215 2108 10
1980 1263 79
330 601 58
1841 1500 52
1698 835 42
359 1792 33
925 1109 17
1656 689 81
1796 635 16
2255 1876 5
1053 2258 4
2191 1922 67
2008 979 63
1345 1892 53
756 1834 10
1456 1118 44
1067 101 36
1953 2304 61
2117 1881 68
1030 441 2
469 1923 73
196 1024 50
857 106 34
615 1267 65
1539 1298 20
998 867 10
1907 1477 9
480 81 80
651 860 36
859 20 24
1082 615 66
826 1268 15
2048 119 11
1297 1695 71
1573 1909 33
491 1925 42
444 115 48
1288 1426 35
802 1878 81
1284 2226 71
513 2253 78
327 2240 37
1614 977 69
700 1801 24
1876 1601 8
394 1883 10
313 524 23
1106 1969 81
1545 263 9
1087 1725 26
77 2080 49
1601 2080 53
1856 1968 82
1421 548 20
973 1194 16
203 1034 38
1217 377 38
1859 168 34
1273 969 72
59 713 45
19 5 43
725 50 18
1593 1762 23
322 1861 60
1955 1412 52
1521 1599 19
1798 1250 45
1620 356 82
1109 1319 51
1944 865 60
103 2308 43
253 448 8
510 1096 1
2046 1449 77
13 1389 70
1754 1797 60
721 875 53
1025 1737 49
1417 1588 68
1360 1745 76
383 1549 73
1249 299 4
796 1620 25
70 2293 48
507 1483 3
1976 177 70
2235 1578 74
1431 583 30
1400 2239 22
1427 846 79
2001 257 52
1210 1133 63
644 1789 75
191 1759 44
1043 2285 74
1759 2109 41
1255 1726 64
707 1350 26
1939 1350 65
1033 786 29
226 1396 40
1708 1633 46
1417 516 12
922 427 64
2037 325 68
664 802 31
1275 1658 31
1575 63 47
1174 1931 68
189 947 6
410 479 73
1406 343 59
179 1370 39
1499 233 39
1624 1848 17
2035 654 76
568 1536 8
2078 896 12
1710 1885 25
376 200 58
1186 356 54
1357 2122 66
1343 1345 24
574 505 80
771 1501 45
2131 2195 42
1321 707 82
1499 571 52
1190 1146 57
1555 1556 47
1606 1116 17
653 1990 33
1032 2257 66
911 826 26
587 641 39
1347 2152 73
39 1882 50
18 1062 82
882 1002 50
1478 146 15
2009 1805 12
1025 1992 37
1068 1349 51
2058 2128 17
1844 385 21
1005 1172 16
207 1002 7
118 149 40
1042 1028 3
488 1651 13
2289 1831 39
367 1311 64
558 670 59
1425 1775 23
1554 510 25
219 2196 62
675 1507 77
2023 2298 38
519 1455 11
1525 2241 26
656 905 3
296 1287 65
1815 121 50
531 224 12
1611 721 6
2056 2283 61
1915 1962 62
562 1379 62
2267 2231 44
424 1339 15
1588 1058 60
980 397 14
1426 1282 53
312 1481 43
745 1390 33
1166 2303 7
283 804 46
1896 1611 6
1181 837 28
1193 857 50
1394 320 48
524 813 45
441 1201 61
1445 1723 44
1169 1511 59
814 764 78
2279 2168 25
697 1948 80
2139 375 48
1241 1856 16
1894 783 49
479 1561 42
1139 1265 61
2083 1850 17
239 1666 16
1932 1394 67
121 765 66
1015 1122 61
2309 52 14
1570 2222 50
1870 1180 23
580 821 57
2240 1722 3
2024 1980 24
1078 2256 43
1310 222 15
1333 1176 63
1835 809 36
572 1636 78
512 988 69
287 1060 18
497 1588 81
515 2228 77
1099 1647 45
1094 755 51
634 1788 67
255 238 23
90 2130 52
229 2061 74
438 1533 56
1060 341 71
999 1543 8
1277 1274 7
972 1142 79
74 2212 74
2274 1010 12
1918 766 34
589 2261 27
484 1696 80
1081 975 21
1175 1590 54
1398 846 69
893 572 7
1268 2146 78
696 476 8
478 131 73
392 2128 20
1588 452 37
1251 1986 12
556 1193 11
819 435 6
2115 749 5
1887 850 4
1611 1040 31
2035 1762 6
1051 912 6
443 13 14
1238 1456 46
1020 1385 46
2217 1600 32
1384 2029 67
298 1609 61
719 1248 5
1830 2057 52
1348 1287 14
664 187 54
1523 1260 15
580 2023 70
320 553 44
1030 1996 77
130 794 74
1227 122 34
2080 1307 35
2014 43 1
1670 85 14
1673 1947 1
1490 1939 56
2249 1045 1
585 447 57
1296 1367 26
433 1877 26
100 377 79
1042 1375 71
2172 1667 81
152 1594 7
368 225 15
1450 358 9
2070 875 6
2170 2206 37
606 582 64
944 2181 20
311 2219 43
194 555 81
4 467 34
1900 1371 9
468 1151 44
1638 1502 64
1790 503 76
2161 247 72
2069 772 62
1183 33 69
317 2121 63
1185 338 57
1615 1681 54
1521 2304 27
1774 2048 5
487 430 29
429 189 2
2206 1749 79
497 2197 55
972 511 69
100 1588 76
2002 284 72
1884 1045 10
252 630 10
1810 1975 29
2161 1418 77
1030 868 75
1316 195 59
511 2248 40
565 22 16
56 623 71
431 2197 39
761 2029 79
1393 1255 47
1741 1274 43
2178 1096 21
892 566 78
1897 1747 78
1352 182 1
971 968 75
989 1153 9
368 187 69
615 1735 59
319 2137 13
1684 952 38
512 49 20
315 914 38
246 38 18
470 1174 75
2158 640 37
2134 466 79
1686 430 21
1251 1317 26
996 930 29
63 1319 59
666 1338 24
1281 2047 13
775 1385 66
58 2271 49
1953 671 36
193 1796 63
1974 2088 76
1863 323 66
1200 632 75
1468 152 20
485 709 26
2204 1517 78
2204 2247 68
1327 63 4
1079 2130 60
226 1536 80
2129 2243 53
887 2059 3
1666 1797 80
315 247 40
582 1196 81
75 1057 11
525 421 82
2215 1385 70
1419 1801 25
896 1946 63
1971 2227 4
1293 1978 1
299 2159 53
1316 181 66
2251 367 33
2005 1770 68
1183 582 18
191 2124 40
1827 2303 56
355 426 32
1863 1313 28
896 1544 2
1752 520 42
705 1644 21
260 2222 29
64 258 62
1585 382 82
933 1189 39
121 554 76
571 1986 9
950 210 73
16 851 28
208 209 72
1444 1459 31
2013 1900 72
1886 2094 79
1491 1871 33
677 613 23
669 1300 67
1831 966 15
1202 2075 49
862 1091 56
16 1780 24
1216 1499 37
1433 154 40
2296 1392 17
563 474 63
506 1968 39
1629 1795 42
1569 1005 82
268 869 41
2022 1977 48
1934 80 64
641 535 40
63 1003 49
1796 215 24
2156 778 54
2173 2168 73
279 1211 55
218 16 79
766 2063 42
1979 1574 8
2177 1184 46
1264 637 47
287 855 57
1748 1197 76
2291 1438 20
697 682 4
369 2021 24
1949 764 82
1170 424 41
1086 1382 7
959 1100 5
582 2072 65
2270 704 44
1966 1770 63
1576 2171 5
1925 595 33
1445 522 32
1899 1410 73
446 2026 16
2214 573 33
1280 2189 12
2305 533 9
1518 1394 10
710 1800 37
207 1840 76
1802 448 76
2154 1697 78
2275 2257 59
1056 2085 49
1890 1502 36
1522 795 18
517 502 18
1327 1769 45
900 939 59
801 1863 75
2270 980 82
804 1535 55
222 1378 42
1599 1039 45
1637 922 75
1835 126 29
235 1549 19
1047 763 62
1 802 63
2208 360 1
480 1375 27
637 1630 29
2043 736 66
758 239 67
1972 1868 25
663 1631 15
1323 1635 15
1883 77 74
1609 1664 34
2092 1564 73
562 189 27
2106 1152 56
981 1213 44
1080 1008 43
2162 2084 72
567 788 46
303 1526 5
537 144 75
989 1275 14
456 600 51
147 1577 79
788 1948 48
1581 38 61
1475 191 63
756 1617 37
81 699 44
15 135 31
1320 1403 64
1850 1079 10
1140 2272 71
1148 382 35
263 520 14
1109 1212 63
953 1017 47
2146 1106 38
2131 576 66
2060 1610 14
2273 2210 30
459 1149 56
52 1108 1
496 697 48
1600 1569 9
1286 1684 56
546 1233 52
1876 128 33
697 1090 66
1747 1977 40
68 932 47
1199 784 15
1670 298 62
197 1046 66
458 1794 64
1833 1792 51
861 1069 63
942 663 2
2010 2003 54
2103 1340 8
2073 667 73
1224 825 18
1145 1490 54
1565 432 34
1430 817 12
1799 160 50
1191 1703 36
90 1679 9
669 862 18
274 2037 31
126 726 9
2239 295 57
612 2081 17
634 2237 26
1777 1179 12
647 782 7
1710 361 15
528 773 47
1083 460 17
1107 883 39
736 2253 28
1354 1188 62
882 2077 2
1568 341 35
970 1574 5
1424 919 7
1484 138 29
876 811 63
1285 122 35
1398 1782 79
2116 1430 19
909 1896 70
408 276 79
420 1467 20
696 1178 38
917 1363 36
183 460 78
2138 930 53
2192 1837 60
468 2234 5
326 1306 62
1659 513 20
1089 1800 54
2161 1048 56
183 1501 41
2214 552 70
169 362 28
941 794 73
934 1100 66
1139 1249 29
1565 496 33
2190 292 46
1855 1795 21
1309 1746 29
49 1273 32
544 1764 21
2237 1508 21
1593 1057 80
1843 1122 15
1433 114 40
1934 1343 74
1079 492 40
1839 1188 80
1601 1324 14
563 2164 64
2210 501 16
194 1730 18
1470 910 79
167 365 36
93 946 43
1495 1483 64
404 219 47
2308 1229 33
206 183 67
1295 1358 49
2206 683 1
2171 1971 66
2055 1860 60
567 856 29
1073 709 19
504 1395 1
1252 917 18
1680 1764 54
83 1548 35
1362 1264 13
1440 2234 70
1891 858 5
367 1694 36
1722 690 35
1504 989 63
764 1002 36
1685 1167 35
974 665 1
1119 1984 72
2275 93 26
1453 1171 71
2192 6 29
2216 1723 76
1763 784 69
1771 331 75
2150 881 9
1595 1797 54
951 1 25
612 219 40
1450 1622 17
1634 1348 64
1222 35 38
1368 944 77
92 1403 33
1366 2243 58
807 1928 2
895 1911 21
159 752 46
922 531 70
968 770 68
1900 354 80
1163 2239 59
281 1102 55
1564 660 50
1479 1164 14
2130 841 62
1202 209 41
904 1420 26
1471 1237 6
1472 1503 5
1139 2050 51
1262 1635 17
2226 406 79
2117 2241 19
2238 1266 52
2067 1342 28
2025 116 4
1542 1138 73
1765 125 22
178 2039 16
258 1353 56
1634 2296 6
314 2059 78
154 1693 2
2286 1461 76
1931 2266 74
1735 1847 23
684 6 59
82 1261 40
1375 270 22
44 2215 47
819 1717 57
2265 42 70
117 610 3
384 1252 26
